train_number,route_name,train_id,lat,lon,heading,velocity,train_state,status_msg,origin_code,dest_code,num_stations,collection_timestamp
718,San Joaquins,718-7,37.79390495658904,-122.27131319521108,N,0.0,Predeparture, ,OKJ,BFD,15,2025-08-07 20:14:00
719,San Joaquins,719-7,35.98146174113296,-119.47141759220534,N,32.2185821533203,Active, ,BFD,OKJ,15,2025-08-07 20:14:00
779,Pacific Surfliner,779-7,34.253544896734,-118.59951482622894,N,0.0,Active,SERVICE DISRUPTION,SAN,GTA,24,2025-08-07 20:14:00
784,Pacific Surfliner,784-7,34.05468472781321,-118.23411252779148,S,0.0,Active, ,GTA,SAN,24,2025-08-07 20:14:00
785,Pacific Surfliner,785-7,33.32005028593388,-117.48432596593652,NW,68.5666885375977,Active, ,SAN,GTA,23,2025-08-07 20:14:00
790,Pacific Surfliner,790-7,34.298226407603856,-119.34307574324004,SE,56.7668266296387,Active, ,GTA,SAN,22,2025-08-07 20:14:00
822,Heartland Flyer,822-7,33.67789666671823,-97.16601567025508,NW,37.3257598876953,Active, ,FTW,OKC,7,2025-08-07 20:14:00
1333,Borealis,1333-7,44.53617513122845,-92.4177244288457,NW,27.7559509277344,Active, ,CHI,MSP,13,2025-08-07 20:14:00
1340,Borealis,1340-7,42.27879742684696,-87.8966123139889,S,39.438419342041,Active, ,MSP,CHI,13,2025-08-07 20:14:00
2122,Acela,2122-7,40.75512758572311,-74.09031062107412,N,59.5999984741211,Active, ,WAS,NYP,6,2025-08-07 20:14:00
2124,Acela,2124-7,39.99389692845522,-75.16397272059173,N,57.0999984741211,Active, ,WAS,NYP,7,2025-08-07 20:14:00
2167,Acela,2167-7,38.9040567079482,-77.00386275898708,S,11.1000003814697,Completed, ,BOS,WAS,12,2025-08-07 20:14:00
2168,Acela,2168-7,41.84105775667555,-71.4168250189682,N,63.5939674377441,Active, ,WAS,BOS,12,2025-08-07 20:14:00
2169,Acela,2169-7,39.41886930697216,-76.28600520512512,S,121.699996948242,Active, ,BOS,WAS,13,2025-08-07 20:14:00
2170,Acela,2170-7,41.28901751614319,-72.4487009324384,S,27.2999992370605,Active, ,WAS,BOS,12,2025-08-07 20:14:00
2172,Acela,2172-7,41.09912944629358,-73.4187177143277,N,29.7999992370605,Active, ,WAS,BOS,12,2025-08-07 20:14:00
2173,Acela,2173-7,41.0869758175915,-73.42846808273258,S,40.0,Active, ,BOS,WAS,13,2025-08-07 20:14:00
2193,Acela,2193-7,41.28794940141033,-72.43443395975692,N,82.5,Active, ,BOS,NYP,6,2025-08-07 20:14:00
v5,Skeena,v5-06,55.0143,-127.3478,N,44.738712,Active, ,JASP,PRUP,34,2025-08-07 20:14:00
v6,Skeena,v6-06,54.1780216868,-130.17639658,N,0.0,Active, ,CASS,JASP,33,2025-08-07 20:14:00
v14,Ocean,v14-06,45.1551,-63.3203,SW,52.816535,Active, ,MTRL,HLFX,28,2025-08-07 20:14:00
v15,Ocean,v15-06,44.6392,-63.567692,N,0.0,Active, ,HLFX,MTRL,28,2025-08-07 20:14:00
v20,Corridor,v20-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,QBEC,6,2025-08-07 20:14:00
v22,Corridor,v22-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,QBEC,11,2025-08-07 20:14:00
v24,Corridor,v24-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,QBEC,11,2025-08-07 20:14:00
v26,Corridor,v26-07,46.4897,-71.6662,NE,52.816535,Active, ,OTTW,QBEC,11,2025-08-07 20:14:00
v28,Corridor,v28-07,45.7323,-72.7256,NE,13.670162,Active, ,OTTW,QBEC,12,2025-08-07 20:14:00
v29,Corridor,v29-07,45.7161,-72.7492,SW,52.816535,Active, ,QBEC,MTRL,6,2025-08-07 20:14:00
v31,Corridor,v31-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,OTTW,5,2025-08-07 20:14:00
v33,Corridor,v33-07,46.8185710392,-71.2146142824,N,0.0,Active, ,QBEC,OTTW,11,2025-08-07 20:14:00
v35,Corridor,v35-07,46.8185710392,-71.2146142824,N,0.0,Active, ,QBEC,OTTW,12,2025-08-07 20:14:00
v37,Corridor,v37-07,46.8185710392,-71.2146142824,N,0.0,Active, ,QBEC,OTTW,10,2025-08-07 20:14:00
v38,Corridor,v38-07,45.4625,-73.6142,NE,1.242742,Active, ,OTTW,MTRL,5,2025-08-07 20:14:00
v39,Corridor,v39-07,45.39,-73.977,SW,43.49597,Active, ,QBEC,OTTW,9,2025-08-07 20:14:00
v40,Corridor,v40-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,5,2025-08-07 20:14:00
v41,Corridor,v41-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,11,2025-08-07 20:14:00
v44,Corridor,v44-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,7,2025-08-07 20:14:00
v45,Corridor,v45-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,4,2025-08-07 20:14:00
v46,Corridor,v46-07,44.9218,-76.0258,N,52.816535,Active, ,TRTO,OTTW,7,2025-08-07 20:14:00
v47,Corridor,v47-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,10,2025-08-07 20:14:00
v48,Corridor,v48-07,44.0275,-77.7714,E,47.845567,Active, ,TRTO,OTTW,13,2025-08-07 20:14:00
v50,Corridor,v50-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,10,2025-08-07 20:14:00
v52,Corridor,v52-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,10,2025-08-07 20:14:00
v53,Corridor,v53-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,9,2025-08-07 20:14:00
v54,Corridor,v54-07,44.2261,-76.7223,E,90.098795,Active, ,TRTO,OTTW,13,2025-08-07 20:14:00
v59,Corridor,v59-07,44.3263,-76.3284,SW,44.738712,Active, ,OTTW,TRTO,11,2025-08-07 20:14:00
v60,Corridor,v60-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,MTRL,9,2025-08-07 20:14:00
v61,Corridor,v61-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,TRTO,8,2025-08-07 20:14:00
v62,Corridor,v62-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,MTRL,9,2025-08-07 20:14:00
v63,Corridor,v63-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,TRTO,10,2025-08-07 20:14:00
v64,Corridor,v64-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,MTRL,10,2025-08-07 20:14:00
v65,Corridor,v65-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,TRTO,8,2025-08-07 20:14:00
v66,Corridor,v66-07,45.2429,-74.2975,NE,79.535488,Active, ,TRTO,MTRL,8,2025-08-07 20:14:00
v67,Corridor,v67-07,45.4999195215,-73.5661785423,N,0.0,Active, ,MTRL,TRTO,8,2025-08-07 20:14:00
v68,Corridor,v68-07,44.4812,-75.8841,NE,45.981454,Active, ,TRTO,MTRL,9,2025-08-07 20:14:00
v69,Montréal-Toronto,v69-07,44.23,-76.6723,NW,78.292746,Active, ,MTRL,TRTO,8,2025-08-07 20:14:00
v70,Corridor,v70-07,42.324933,-83.007134,N,0.0,Active, ,WDON,TRTO,9,2025-08-07 20:14:00
v71,Corridor,v71-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,WDON,10,2025-08-07 20:14:00
v72,Corridor,v72-07,42.324933,-83.007134,N,0.0,Active, ,WDON,TRTO,10,2025-08-07 20:14:00
v73,Corridor,v73-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,WDON,8,2025-08-07 20:14:00
v75,Corridor,v75-07,42.9812,-81.2459,N,0.0,Active, ,TRTO,WDON,10,2025-08-07 20:14:00
v76,Corridor,v76-07,42.324933,-83.007134,N,0.0,Active, ,WDON,TRTO,8,2025-08-07 20:14:00
v78,Corridor,v78-07,42.9551,-81.4276,NE,24.85484,Active, ,WDON,TRTO,10,2025-08-07 20:14:00
v79,Corridor,v79-07,43.6044,-79.5205,SW,11.806049,Active, ,TRTO,WDON,10,2025-08-07 20:14:00
v82,London-Toronto,v82-07,42.98099,-81.246734,N,0.0,Active, ,LNDN,TRTO,4,2025-08-07 20:14:00
v83,Toronto-London,v83-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,LNDN,5,2025-08-07 20:14:00
v84,Corridor,v84-07,42.95709,-82.38892,N,0.0,Active, ,SARN,TRTO,12,2025-08-07 20:14:00
v87,Corridor,v87-07,43.3665,-80.8986,W,44.117341,Active, ,TRTO,SARN,12,2025-08-07 20:14:00
v97,Toronto-Niagara Falls,v97-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,NIAG,6,2025-08-07 20:14:00
v98,Niagara Falls-Toronto,v98-07,43.454895,-79.682462,N,0.0,Active, ,NIAG,TRTO,6,2025-08-07 20:14:00
v185,Lake Superior,v185-07,46.487372123,-80.992218679,N,0.0,Active, ,SUDB,WHTR,36,2025-08-07 20:14:00
v604,Abitibi,v604-07,48.3763,-77.2237,SE,32.311292,Active, ,SENN,MTRL,60,2025-08-07 20:14:00
v641,Ottawa-Toronto,v641-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,9,2025-08-07 20:14:00
v643,Corridor,v643-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,13,2025-08-07 20:14:00
v644,Toronto-Ottawa,v644-07,43.64481,-79.38032,N,0.0,Active, ,TRTO,OTTW,7,2025-08-07 20:14:00
v645,Corridor,v645-07,45.41599,-75.65151,N,0.0,Active, ,OTTW,TRTO,6,2025-08-07 20:14:00
v646,Toronto-Ottawa,v646-07,44.3811,-76.0713,NE,70.836294,Active, ,TRTO,OTTW,5,2025-08-07 20:14:00
v668,Corridor,v668-07,44.2037,-77.2771,E,58.408874,Active, ,TRTO,MTRL,7,2025-08-07 20:14:00
v669,Corridor,v669-07,44.8037,-75.3789,SW,99.41936,Active, ,MTRL,TRTO,6,2025-08-07 20:14:00
v690,Hudson Bay,v690-05,58.767685933,-94.1747663006,N,0.0,Active, ,CHUR,TPAS,34,2025-08-07 20:14:00
v693,Hudson Bay,v693-05,49.8893855363,-97.1335833128,N,0.0,Active, ,WNPG,CHUR,55,2025-08-07 20:14:00
v1,Canadian,v1-03,43.64481,-79.38032,N,0.0,Active, ,TRTO,VCVR,67,2025-08-07 20:14:00
v1,Canadian,v1-06,49.8788,-95.55,W,60.272987,Active, ,TRTO,WATR,47,2025-08-07 20:14:00
v2,Canadian,v2-04,49.2173,-84.7737,S,0.0,Active, ,VCVR,WSHG,66,2025-08-07 20:14:00
1,Sunset Limited,1-6,32.075555104784065,-109.94990826594498,SW,44.3596801757813,Active, ,NOL,LAX,22,2025-08-07 20:45:01
2,Sunset Limited,2-6,30.942364987057417,-104.92991048279632,SE,60.5028991699219,Active, ,LAX,NOL,22,2025-08-07 20:45:01
3,Southwest Chief,3-6,35.026956434589735,-107.3248087483334,NW,52.8413887023926,Active, ,CHI,LAX,32,2025-08-07 20:45:01
3,Southwest Chief,3-7,40.18232694012917,-92.2908852110496,S,85.2210311889648,Active, ,CHI,LAX,32,2025-08-07 20:45:01
4,Southwest Chief,4-7,33.9900256068826,-118.14141536295188,E,65.8404693603516,Active, ,LAX,CHI,32,2025-08-07 20:45:01
4,Southwest Chief,4-6,36.79523689332299,-104.46270957081651,N,56.9113693237305,Active, ,LAX,CHI,32,2025-08-07 20:45:01
5,California Zephyr,5-7,41.01933650303127,-92.41632783574032,NW,0.0,Active, ,CHI,EMY,35,2025-08-07 20:45:01
5,California Zephyr,5-6,38.96167590299011,-109.78221474919016,SW,58.4523696899414,Active, ,CHI,EMY,35,2025-08-07 20:45:01
6,California Zephyr,6-7,39.52412563717479,-119.61441576176033,NE,56.7311706542969,Active, ,EMY,CHI,35,2025-08-07 20:45:01
6,California Zephyr,6-6,39.926287395087705,-105.34070845331236,SE,21.6858501434326,Active, ,EMY,CHI,35,2025-08-07 20:45:01
7,Empire Builder,7-7,43.98212854214376,-90.48548808130904,W,76.6523284912109,Active, ,CHI,SEA,40,2025-08-07 20:45:01
7,Empire Builder,7-6,48.46222607157437,-111.43641438891297,W,70.8860015869141,Active, ,CHI,SEA,40,2025-08-07 20:45:01
8,Empire Builder,8-7,47.59890561643562,-122.33001489149925,N,0.0,Predeparture, ,SEA,CHI,40,2025-08-07 20:45:01
8,Empire Builder,8-6,48.06888549713605,-106.09111429636648,E,19.5731906890869,Active, ,SEA,CHI,40,2025-08-07 20:45:01
11,Coast Starlight,11-7,44.055234523421184,-123.09171194931508,E,0.0,Active, ,SEA,LAX,30,2025-08-07 20:45:01
14,Coast Starlight,14-7,34.06080485736482,-118.23631218666064,N,0.0,Predeparture, ,LAX,SEA,29,2025-08-07 20:45:01
14,Coast Starlight,14-6,46.34596419447901,-122.9333109025688,NW,65.3682327270508,Active, ,LAX,SEA,29,2025-08-07 20:45:01
19,Crescent,19-7,38.54069143070604,-77.79809058327083,N,0.0111846998333931,Active,SERVICE DISRUPTION,NYP,NOL,33,2025-08-07 20:45:01
19,Crescent,19-6,30.52350599356544,-89.68119602216565,S,2.29285907745361,Active, ,NYP,NOL,33,2025-08-07 20:45:01
20,Crescent,20-7,33.64707819646837,-85.83088382260475,SE,23.4070491790771,Active, ,NOL,NYP,35,2025-08-07 20:45:01
21,Texas Eagle,21-7,39.14211616033664,-90.02490852839688,SW,70.1092910766602,Active, ,CHI,SAS,29,2025-08-07 20:45:01
21,Texas Eagle,21-6,30.269454449476843,-97.75621032741252,SE,0.0,Active, ,CHI,SAS,29,2025-08-07 20:45:01
22,Texas Eagle,22-7,32.669324972370035,-94.34297868843066,N,65.6851272583008,Active, ,SAS,CHI,29,2025-08-07 20:45:01
28,Empire Builder,28-7,45.58038498745803,-122.35461344316629,E,68.2638168334961,Active, ,PDX,SPK,6,2025-08-07 20:45:01
40,Floridian,40-7,29.0198056447048,-81.35340430138022,N,0.248548403382301,Active, ,MIA,CHI,46,2025-08-07 20:45:01
40,Floridian,40-6,39.8159411205304,-78.95602712062222,SW,40.3588714599609,Active, ,MIA,CHI,46,2025-08-07 20:45:01
41,Floridian,41-6,35.78792516635624,-78.78312948400261,W,0.0,Active, ,CHI,MIA,46,2025-08-07 20:45:01
41,Floridian,41-7,41.61729831986848,-87.37286941844064,SE,78.3846130371094,Active, ,CHI,MIA,46,2025-08-07 20:45:01
49,Lake Shore Limited,49-7,43.04584606190397,-75.06370738803908,NW,77.4406280517578,Active, ,NYP,CHI,20,2025-08-07 20:45:01
50,Cardinal,50-7,41.00468072886515,-87.20607548706346,SE,59.967887878418,Active, ,CHI,NYP,32,2025-08-07 20:45:01
52,Auto Train,52-7,31.85913888458534,-81.46679250766739,NE,17.126012802124,Active, ,SFA,LOR,2,2025-08-07 20:45:01
53,Auto Train,53-7,36.8716618633562,-77.43062058527316,S,70.5687484741211,Active, ,LOR,SFA,2,2025-08-07 20:45:01
55,Vermonter,55-7,39.75275841018448,-75.50527377883888,W,98.1211395263672,Active, ,SAB,WAS,29,2025-08-07 20:45:01
56,Vermonter,56-7,44.47831099608285,-73.07001634599284,NW,57.6750221252441,Active, ,WAS,SAB,29,2025-08-07 20:45:01
58,City of New Orleans,58-7,33.51428457155157,-90.1776486424741,NE,31.7396297454834,Active, ,NOL,CHI,20,2025-08-07 20:45:01
59,City of New Orleans,59-7,41.87900785324407,-87.6393057527007,N,0.0,Predeparture, ,CHI,NOL,20,2025-08-07 20:45:01
63,Maple Leaf,63-7,43.61532687105103,-79.49883612047945,NE,71.5819396972656,Active, ,NYP,TRTO,18,2025-08-07 20:45:01
64,Maple Leaf,64-7,41.706816451187024,-73.93809948852957,SE,0.0201324597001076,Active, ,TRTO,NYP,18,2025-08-07 20:45:01
66,Northeast Regional,66-7,38.47027591301048,-77.99433392560665,N,0.017895519733429,Active,SERVICE DISRUPTION,RNK,BOS,26,2025-08-07 20:45:01
67,Northeast Regional,67-7,41.33609853326743,-72.02529991895649,NW,79.5433502197266,Active, ,BOS,NPN,30,2025-08-07 20:45:01
68,Adirondack,68-7,41.90195932380078,-73.95429380329853,SE,69.4122467041016,Active, ,MTRL,NYP,18,2025-08-07 20:45:01
69,Adirondack,69-7,45.498139951973535,-73.56416484106978,SE,11.3648796081543,Active, ,NYP,MTRL,18,2025-08-07 20:45:01
76,Piedmont,76-7,35.779616758085254,-78.65548967489461,N,0.0,Completed, ,CLT,RGH,6,2025-08-07 20:45:01
78,Piedmont,78-7,35.793135988972864,-80.29129339091212,NE,73.0173110961914,Active, ,CLT,RGH,8,2025-08-07 20:45:01
79,Carolinian,79-7,35.87764681778529,-80.10355682823649,W,78.5367279052734,Active, ,NYP,CLT,24,2025-08-07 20:45:01
80,Carolinian,80-7,40.771473568621865,-74.04202416860794,N,0.0,Completed, ,CLT,NYP,24,2025-08-07 20:45:01
85,Northeast Regional,85-7,38.29963304562472,-77.45364618710708,SW,28.9817943572998,Active, ,BOS,RVM,27,2025-08-07 20:45:01
89,Palmetto,89-7,32.90505477067064,-80.01453687680873,SE,55.5722999572754,Active, ,NYP,SAV,22,2025-08-07 20:45:01
90,Palmetto,90-7,39.31045176170618,-76.6250784856873,NE,24.2842197418213,Active, ,SAV,NYP,23,2025-08-07 20:45:01
93,Northeast Regional,93-7,37.73831548513829,-77.48763511660188,S,37.0459632873535,Active, ,BOS,NFK,29,2025-08-07 20:45:01
94,Northeast Regional,94-7,41.355439049807686,-72.09307948305877,N,0.0310685504227877,Active, ,NFK,BOS,28,2025-08-07 20:45:01
97,Silver Meteor,97-7,38.3801613232182,-77.39496087075855,SW,67.1932067871094,Active, ,NYP,MIA,33,2025-08-07 20:45:01
98,Silver Meteor,98-7,32.32763914081463,-81.05734569107034,N,79.775993347168,Active, ,MIA,NYP,33,2025-08-07 20:45:01
125,Northeast Regional,125-7,37.12316493930449,-76.51748860382948,N,0.0,Completed, ,SPG,NPN,33,2025-08-07 20:45:01
136,Northeast Regional,136-7,40.77139727461042,-74.04192498657153,SE,40.8890266418457,Active, ,WAS,SPG,23,2025-08-07 20:45:01
138,Northeast Regional,138-7,39.93021054266586,-75.22355830758286,NE,100.44979095459,Active, ,NFK,NYP,21,2025-08-07 20:45:01
148,Northeast Regional,148-7,41.29757005374944,-72.92580527426301,NE,3.29724955558777,Active, ,WAS,SPG,24,2025-08-07 20:45:01
171,Northeast Regional,171-7,37.564334677688144,-79.05993173173003,SW,54.6260757446289,Active, ,BOS,RNK,27,2025-08-07 20:45:01
175,Northeast Regional,175-7,40.59161054747634,-74.29416809830778,SW,106.093589782715,Active, ,BOS,WAS,19,2025-08-07 20:45:01
176,Northeast Regional,176-7,41.14634396923288,-73.25175599338843,NE,74.0,Active, ,WAS,BOS,22,2025-08-07 20:45:01
177,Northeast Regional,177-7,41.290631134797295,-72.40840245748514,W,82.4558486938477,Active, ,BOS,PHL,20,2025-08-07 20:45:01
178,Northeast Regional,178-7,41.00672600823169,-73.6512998755509,NE,49.0829391479492,Active, ,WAS,BOS,22,2025-08-07 20:45:01
179,Northeast Regional,179-7,41.7166795277692,-71.44605323137826,S,111.225128173828,Active, ,BOS,PHL,15,2025-08-07 20:45:01
184,Northeast Regional,184-7,41.705544424490256,-71.4500891820581,N,106.865333557129,Active, ,WAS,BOS,20,2025-08-07 20:45:01
186,Northeast Regional,186-7,38.917881175283874,-76.96230543488643,E,79.7245407104492,Active, ,NPN,NYP,18,2025-08-07 20:45:01
192,Northeast Regional,192-7,39.73039664739652,-75.56958196377371,NE,66.1955261230469,Active, ,WAS,NYP,8,2025-08-07 20:45:01
193,Vermonter,193-7,38.94722765050738,-76.8734000739697,SW,0.0186411291360855,Active, ,NYP,WAS,12,2025-08-07 20:45:01
196,Northeast Regional,196-7,40.37455040671383,-74.54975288363826,NE,124.145698547363,Active, ,WAS,NYP,7,2025-08-07 20:45:01
197,Northeast Regional,197-7,39.36697033767791,-76.36477872464218,SW,121.217544555664,Active, ,NYP,WAS,9,2025-08-07 20:45:01
239,Empire Service,239-7,42.51684668475009,-73.76242976832756,N,99.2418441772461,Active, ,NYP,ALB,6,2025-08-07 20:45:01
241,Empire Service,241-7,41.92070856444071,-73.95218046182728,N,0.0223693996667862,Active, ,NYP,ALB,7,2025-08-07 20:45:01
283,Empire Service,283-7,43.16311740306885,-77.60991183334527,SW,1.42915296554565,Active, ,NYP,NFL,16,2025-08-07 20:45:01
291,Ethan Allen Express,291-7,43.75570420751247,-73.0630277669018,NW,27.462911605835,Active, ,NYP,BTN,15,2025-08-07 20:45:01
305,Lincoln Service,305-7,40.73336788588146,-88.72797226803071,SW,80.2562789916992,Active, ,CHI,STL,11,2025-08-07 20:45:01
306,Lincoln Service,306-7,39.80258535293851,-89.65186160658638,N,0.0201324597001076,Active, ,STL,CHI,9,2025-08-07 20:45:01
307,Lincoln Service,307-7,41.82619878826681,-87.7098370062123,W,0.0,Active, ,CHI,STL,9,2025-08-07 20:45:01
316,Missouri River Runner,316-7,38.61358582278408,-92.30613622900682,NE,60.608528137207,Active, ,KCY,STL,10,2025-08-07 20:45:01
318,Lincoln River Runner,318-7,40.9694290324327,-88.55654737489881,NE,96.8344573974609,Active, ,KCY,CHI,20,2025-08-07 20:45:01
319,Lincoln River Runner,319-7,38.72980817101176,-93.29093875436774,W,15.3727197647095,Active, ,CHI,KCY,20,2025-08-07 20:45:01
341,Hiawatha,341-7,41.87900785324407,-87.6393057527007,N,0.0,Predeparture, ,CHI,MKE,5,2025-08-07 20:45:01
342,Hiawatha,342-7,43.0339168759372,-87.91758560579451,SW,0.142915293574333,Active, ,MKE,CHI,5,2025-08-07 20:45:01
352,Wolverine,352-7,42.36266763280309,-83.0811506664244,NE,25.0350399017334,Active, ,CHI,PNT,12,2025-08-07 20:45:01
354,Wolverine,354-7,42.01120791238523,-86.07908397654451,NE,106.515403747559,Active, ,CHI,PNT,13,2025-08-07 20:45:01
355,Wolverine,355-7,42.312866643777824,-85.18010454842455,W,18.6721992492676,Active, ,PNT,CHI,14,2025-08-07 20:45:01
364,Blue Water,364-7,42.71938758794085,-84.59959141166011,NE,41.8617706298828,Active, ,CHI,PTH,11,2025-08-07 20:45:01
370,Wolverine,370-7,41.70027946999817,-86.88247468860293,E,31.3233108520508,Active, ,CHI,GRR,5,2025-08-07 20:45:01
383,Illinois Zephyr,383-7,41.46145635896681,-89.27287911260852,SW,80.312858581543,Active, ,CHI,QCY,10,2025-08-07 20:45:01
392,Illini,392-7,40.35209648743629,-88.14203456302899,N,69.1337432861328,Active, ,CDL,CHI,11,2025-08-07 20:45:01
393,Illini,393-7,39.3548886519632,-88.43632319468134,S,80.1853485107422,Active, ,CHI,CDL,11,2025-08-07 20:45:01
479,Northeast Regional,479-7,41.56285941573836,-72.78802600960964,SW,71.1593017578125,Active, ,GFD,NHV,12,2025-08-07 20:45:01
494,Northeast Regional,494-7,41.76917736102805,-72.68179429863194,N,0.0067108199000358,Active, ,NHV,GFD,12,2025-08-07 20:45:01
506,Amtrak Cascades,506-7,45.5285054654044,-122.67641448368472,N,0.0,Predeparture, ,PDX,SEA,8,2025-08-07 20:45:01
507,Amtrak Cascades,507-7,45.5688569309648,-122.75197525781422,S,39.6251564025879,Active, ,SEA,EUG,12,2025-08-07 20:45:01
508,Amtrak Cascades,508-7,44.734609269814754,-122.98399264150235,E,46.9846878051758,Active, ,EUG,SEA,12,2025-08-07 20:45:01
509,Amtrak Cascades,509-7,47.59890561643562,-122.33001489149925,N,0.0,Predeparture, ,SEA,PDX,8,2025-08-07 20:45:01
518,Amtrak Cascades,518-7,47.49614132941888,-122.27145345656592,NW,79.0131912231445,Active, ,PDX,VCVR,14,2025-08-07 20:45:01
519,Amtrak Cascades,519-7,49.06175413388125,-122.86171731138356,SW,31.7271995544434,Active, ,VCVR,SEA,7,2025-08-07 20:45:01
538,Capitol Corridor,538-7,38.54330187239661,-121.73738655569812,SE,0.0201324187219143,Active, ,SJC,ARN,18,2025-08-07 20:45:01
540,Capitol Corridor,540-7,38.02253077287919,-122.13035377674244,NE,29.1942443847656,Active, ,OKJ,SAC,9,2025-08-07 20:45:01
542,Capitol Corridor,542-7,37.924149707514886,-122.33711801727792,N,80.1426849365234,Active, ,SJC,SAC,15,2025-08-07 20:45:01
544,Capitol Corridor,544-7,37.55957526915053,-122.00676514242105,N,0.0313170999288559,Active, ,SJC,SAC,15,2025-08-07 20:45:01
545,Capitol Corridor,545-7,37.83546180657605,-122.29117378602218,S,43.703010559082,Active, ,SAC,OKJ,9,2025-08-07 20:45:01
546,Capitol Corridor,546-7,37.33020494409,-121.90221308676864,N,0.0,Predeparture, ,SJC,SAC,15,2025-08-07 20:45:01
547,Capitol Corridor,547-7,38.28548551869556,-121.96806893253084,N,2.00653123855591,Active, ,SAC,SJC,15,2025-08-07 20:45:01
549,Capitol Corridor,549-7,38.58320507976539,-121.49941317197266,N,0.0,Predeparture,SERVICE DISRUPTION,SAC,OKJ,9,2025-08-07 20:45:01
580,Pacific Surfliner,580-7,33.07886221822283,-117.3067822774557,S,37.3233451843262,Active, ,LAX,SAN,10,2025-08-07 20:45:01
582,Pacific Surfliner,582-7,33.52861124370407,-117.67429793832537,S,14.1665410995483,Active, ,LAX,SAN,10,2025-08-07 20:45:01
587,Pacific Surfliner,587-7,32.96492864396886,-117.26585818905102,N,54.9884605407715,Active, ,SAN,LAX,11,2025-08-07 20:45:01
620,Keystone,620-7,40.04320567530499,-76.24849149933115,E,102.232635498047,Active, ,HAR,PHL,10,2025-08-07 20:45:01
639,Keystone,639-7,40.75246326445101,-73.99794244833376,N,0.0,Predeparture, ,NYP,PHL,6,2025-08-07 20:45:01
653,Keystone,653-7,40.2116398301001,-76.80787889334687,N,0.0,Completed, ,NYP,HAR,15,2025-08-07 20:45:01
655,Keystone,655-7,40.04682203924987,-75.43141360451035,W,61.8871803283691,Active, ,NYP,HAR,17,2025-08-07 20:45:01
656,Keystone,656-7,40.44288309414086,-74.49440924215696,NE,122.145874023438,Active, ,HAR,NYP,15,2025-08-07 20:45:01
657,Keystone,657-7,40.734105255008245,-74.16401250038211,W,0.0,Active, ,NYP,HAR,16,2025-08-07 20:45:01
658,Keystone,658-7,39.963978250736616,-75.18566309463992,SE,28.9258708953857,Active, ,HAR,NYP,13,2025-08-07 20:45:01
687,Downeaster,687-7,43.904397421372046,-70.0423434848552,NE,56.8451194763184,Active, ,BON,BRK,12,2025-08-07 20:45:01
688,Downeaster,688-7,42.72066227319147,-71.13294283624835,SW,17.9738121032715,Active, ,BRK,BON,12,2025-08-07 20:45:01
714,San Joaquins,714-7,35.57599753629913,-119.33197508644145,N,57.0060615539551,Active, ,OKJ,BFD,15,2025-08-07 20:45:01
715,San Joaquins,715-7,38.001347787208445,-121.72241761622122,N,79.7132034301758,Active, ,BFD,OKJ,15,2025-08-07 20:45:01
716,San Joaquins,716-7,36.87147263032846,-119.92799887295806,SE,80.1829528808594,Active, ,OKJ,BFD,15,2025-08-07 20:45:01
717,San Joaquins,717-7,37.3072064279203,-120.47601841677016,N,0.0111846784129739,Active, ,BFD,OKJ,15,2025-08-07 20:45:01
718,San Joaquins,718-7,37.79390495658904,-122.27131319521108,N,0.0,Predeparture, ,OKJ,BFD,15,2025-08-07 20:45:01
719,San Joaquins,719-7,36.326855897375495,-119.65237163599544,S,0.0178954862058163,Active,SERVICE DISRUPTION,BFD,OKJ,15,2025-08-07 20:45:01
779,Pacific Surfliner,779-7,34.28492076903415,-118.87868968006444,W,8.98355102539063,Active,SERVICE DISRUPTION,SAN,GTA,24,2025-08-07 20:45:01
784,Pacific Surfliner,784-7,33.893330656818435,-118.02172539397786,SE,73.9711303710938,Active, ,GTA,SAN,24,2025-08-07 20:45:01
